kind,pattern,phase,domain,model,lift,occurrences,doc_prevalence,cell_pass,bootstrap_ci_lo,bootstrap_ci_hi,replicated_pattern
within_sentence,and <X> of <X>,validation,news,cohere-chat,0.593,5,0.0714,False,,,False
within_sentence,and <X> of <X>,validation,recipes,gpt4,0.1957,2,0.0286,False,,,False
within_sentence,and <X> of <X>,validation,recipes,llama-chat,0.047,0,0.0,False,,,False
within_sentence,and <X> of <X>,validation,recipes,cohere-chat,0.1831,1,0.0143,False,,,False
within_sentence,and <X> of <X>,validation,wiki,gpt4,1.168,34,0.2857,False,,,False
within_sentence,and <X> of <X>,validation,wiki,llama-chat,1.169,27,0.2286,False,,,False
within_sentence,and <X> of <X>,validation,wiki,cohere-chat,0.7222,12,0.1714,False,,,False
within_sentence,and <X> that,discovery,abstracts,chatgpt,1.1838,7,0.1,False,,,False
within_sentence,and <X> that,discovery,abstracts,mistral-chat,3.0613,20,0.2286,True,,,False
within_sentence,and <X> that,discovery,abstracts,mpt-chat,1.2525,5,0.0714,False,,,False
within_sentence,and <X> that,discovery,books,chatgpt,3.7735,43,0.4571,True,,,False
within_sentence,and <X> that,discovery,books,mistral-chat,1.7557,22,0.2714,True,,,False
within_sentence,and <X> that,discovery,books,mpt-chat,2.9093,19,0.2286,True,,,False
within_sentence,and <X> that,discovery,news,chatgpt,2.8831,19,0.2286,True,,,False
within_sentence,and <X> that,discovery,news,mistral-chat,2.7591,12,0.1,True,,,False
within_sentence,and <X> that,discovery,news,mpt-chat,2.8214,9,0.1,False,,,False
within_sentence,and <X> that,discovery,recipes,chatgpt,0.1283,0,0.0,False,,,False
within_sentence,and <X> that,discovery,recipes,mistral-chat,0.168,0,0.0,False,,,False
within_sentence,and <X> that,discovery,recipes,mpt-chat,0.821,2,0.0286,False,,,False
within_sentence,and <X> that,discovery,wiki,chatgpt,5.1163,16,0.1571,True,,,False
within_sentence,and <X> that,discovery,wiki,mistral-chat,5.6877,12,0.1143,True,,,False
within_sentence,and <X> that,discovery,wiki,mpt-chat,6.4103,12,0.1143,True,,,False
within_sentence,and <X> that,validation,abstracts,gpt4,7.4022,2,0.0286,False,,,False
within_sentence,and <X> that,validation,abstracts,llama-chat,29.207,20,0.2571,True,,,False
within_sentence,and <X> that,validation,abstracts,cohere-chat,25.134,11,0.1286,True,,,False
within_sentence,and <X> that,validation,books,gpt4,1.7242,18,0.2429,True,,,False
within_sentence,and <X> that,validation,books,llama-chat,3.2399,39,0.4857,True,,,False
within_sentence,and <X> that,validation,books,cohere-chat,2.2049,21,0.2429,True,,,False
within_sentence,and <X> that,validation,news,gpt4,1.3587,8,0.1143,False,,,False
within_sentence,and <X> that,validation,news,llama-chat,3.7552,19,0.2286,True,,,False
within_sentence,and <X> that,validation,news,cohere-chat,1.7201,6,0.0714,False,,,False
within_sentence,and <X> that,validation,recipes,gpt4,0.1174,0,0.0,False,,,False
within_sentence,and <X> that,validation,recipes,llama-chat,0.4228,1,0.0143,False,,,False
within_sentence,and <X> that,validation,recipes,cohere-chat,0.9154,2,0.0286,False,,,False
within_sentence,and <X> that,validation,wiki,gpt4,0.7894,9,0.1143,False,,,False
within_sentence,and <X> that,validation,wiki,llama-chat,1.0956,10,0.1,False,,,False
within_sentence,and <X> that,validation,wiki,cohere-chat,0.9218,6,0.0857,False,,,False
within_sentence,and <X> the,discovery,abstracts,chatgpt,1.5749,13,0.1857,True,,,False
within_sentence,and <X> the,discovery,abstracts,mistral-chat,1.0486,9,0.1,False,,,False
within_sentence,and <X> the,discovery,abstracts,mpt-chat,1.9357,11,0.1571,True,,,False
within_sentence,and <X> the,discovery,books,chatgpt,1.1569,38,0.3429,False,,,False
within_sentence,and <X> the,discovery,books,mistral-chat,0.8514,31,0.2714,False,,,False
within_sentence,and <X> the,discovery,books,mpt-chat,1.3696,26,0.3143,False,,,False
within_sentence,and <X> the,discovery,news,chatgpt,2.6297,41,0.4571,True,,,False
within_sentence,and <X> the,discovery,news,mistral-chat,2.1285,22,0.2429,True,,,False
within_sentence,and <X> the,discovery,news,mpt-chat,1.0819,8,0.1,False,,,False
within_sentence,and <X> the,discovery,recipes,chatgpt,0.5184,67,0.6143,False,,,False
within_sentence,and <X> the,discovery,recipes,mistral-chat,0.3874,38,0.3857,False,,,False
within_sentence,and <X> the,discovery,recipes,mpt-chat,0.4572,46,0.5143,False,,,False
within_sentence,and <X> the,discovery,wiki,chatgpt,2.1614,39,0.4429,True,,,False
within_sentence,and <X> the,discovery,wiki,mistral-chat,1.3249,16,0.2,False,,,False
within_sentence,and <X> the,discovery,wiki,mpt-chat,2.3077,25,0.2571,True,,,False
within_sentence,and <X> the,validation,abstracts,gpt4,0.4935,3,0.0429,False,,,False
within_sentence,and <X> the,validation,abstracts,llama-chat,2.612,38,0.4571,True,,,False
within_sentence,and <X> the,validation,abstracts,cohere-chat,1.1969,11,0.1429,False,,,False
within_sentence,and <X> the,validation,books,gpt4,0.6679,21,0.2714,False,,,False
within_sentence,and <X> the,validation,books,llama-chat,0.9159,33,0.4143,False,,,False
within_sentence,and <X> the,validation,books,cohere-chat,0.9059,26,0.3,False,,,False
within_sentence,and <X> the,validation,news,gpt4,0.9359,16,0.2,False,,,False
within_sentence,and <X> the,validation,news,llama-chat,2.0158,29,0.3429,True,,,False
within_sentence,and <X> the,validation,news,cohere-chat,1.925,20,0.2286,True,,,False
within_sentence,and <X> the,validation,recipes,gpt4,0.5766,55,0.4857,False,,,False
within_sentence,and <X> the,validation,recipes,llama-chat,0.6547,52,0.5714,False,,,False
within_sentence,and <X> the,validation,recipes,cohere-chat,0.6886,42,0.4571,False,,,False
within_sentence,and <X> the,validation,wiki,gpt4,0.9649,28,0.3143,False,,,False
within_sentence,and <X> the,validation,wiki,llama-chat,0.8715,20,0.2,False,,,False
within_sentence,and <X> the,validation,wiki,cohere-chat,1.0111,17,0.2143,False,,,False
within_sentence,and <X> the <X>,discovery,abstracts,chatgpt,1.5749,13,0.1857,True,,,False
within_sentence,and <X> the <X>,discovery,abstracts,mistral-chat,1.0486,9,0.1,False,,,False
within_sentence,and <X> the <X>,discovery,abstracts,mpt-chat,1.9357,11,0.1571,True,,,False
within_sentence,and <X> the <X>,discovery,books,chatgpt,1.1569,38,0.3429,False,,,False
within_sentence,and <X> the <X>,discovery,books,mistral-chat,0.8514,31,0.2714,False,,,False
within_sentence,and <X> the <X>,discovery,books,mpt-chat,1.3696,26,0.3143,False,,,False
within_sentence,and <X> the <X>,discovery,news,chatgpt,2.6297,41,0.4571,True,,,False
within_sentence,and <X> the <X>,discovery,news,mistral-chat,2.1285,22,0.2429,True,,,False
within_sentence,and <X> the <X>,discovery,news,mpt-chat,1.0819,8,0.1,False,,,False
within_sentence,and <X> the <X>,discovery,recipes,chatgpt,0.5247,67,0.6143,False,,,False
within_sentence,and <X> the <X>,discovery,recipes,mistral-chat,0.3921,38,0.3857,False,,,False
within_sentence,and <X> the <X>,discovery,recipes,mpt-chat,0.4528,45,0.5143,False,,,False
within_sentence,and <X> the <X>,discovery,wiki,chatgpt,2.1614,39,0.4429,True,,,False
within_sentence,and <X> the <X>,discovery,wiki,mistral-chat,1.2446,15,0.1857,False,,,False
within_sentence,and <X> the <X>,discovery,wiki,mpt-chat,2.3077,25,0.2571,True,,,False
within_sentence,and <X> the <X>,validation,abstracts,gpt4,0.4935,3,0.0429,False,,,False
within_sentence,and <X> the <X>,validation,abstracts,llama-chat,2.612,38,0.4571,True,,,False
within_sentence,and <X> the <X>,validation,abstracts,cohere-chat,1.1969,11,0.1429,False,,,False
within_sentence,and <X> the <X>,validation,books,gpt4,0.6679,21,0.2714,False,,,False
within_sentence,and <X> the <X>,validation,books,llama-chat,0.9159,33,0.4143,False,,,False
within_sentence,and <X> the <X>,validation,books,cohere-chat,0.9059,26,0.3,False,,,False
within_sentence,and <X> the <X>,validation,news,gpt4,0.8792,15,0.1857,False,,,False
within_sentence,and <X> the <X>,validation,news,llama-chat,2.0158,29,0.3429,True,,,False
within_sentence,and <X> the <X>,validation,news,cohere-chat,1.925,20,0.2286,True,,,False
within_sentence,and <X> the <X>,validation,recipes,gpt4,0.5766,55,0.4857,False,,,False
within_sentence,and <X> the <X>,validation,recipes,llama-chat,0.6547,52,0.5714,False,,,False
within_sentence,and <X> the <X>,validation,recipes,cohere-chat,0.6886,42,0.4571,False,,,False
within_sentence,and <X> the <X>,validation,wiki,gpt4,0.9649,28,0.3143,False,,,False
within_sentence,and <X> the <X>,validation,wiki,llama-chat,0.8715,20,0.2,False,,,False
within_sentence,and <X> the <X>,validation,wiki,cohere-chat,1.0111,17,0.2143,False,,,False
within_sentence,and <X> to,discovery,abstracts,chatgpt,1.9107,23,0.2857,True,,,False
within_sentence,and <X> to,discovery,abstracts,mistral-chat,1.4232,18,0.2,False,,,False
within_sentence,and <X> to,discovery,abstracts,mpt-chat,1.9357,16,0.1857,True,,,False
within_sentence,and <X> to,discovery,books,chatgpt,1.265,46,0.4286,False,,,False
within_sentence,and <X> to,discovery,books,mistral-chat,1.4316,58,0.6286,False,,,False
within_sentence,and <X> to,discovery,books,mpt-chat,1.895,40,0.4429,True,,,False
within_sentence,and <X> to,discovery,news,chatgpt,3.0444,75,0.6143,True,,,False
within_sentence,and <X> to,discovery,news,mistral-chat,2.8595,47,0.3714,True,,,False
within_sentence,and <X> to,discovery,news,mpt-chat,2.5514,31,0.3714,True,,,False
within_sentence,and <X> to,discovery,recipes,chatgpt,0.8534,84,0.6429,False,,,False
within_sentence,and <X> to,discovery,recipes,mistral-chat,0.7873,59,0.4714,False,,,False
within_sentence,and <X> to,discovery,recipes,mpt-chat,1.0408,80,0.5286,False,,,False
within_sentence,and <X> to,discovery,wiki,chatgpt,2.6021,103,0.7143,True,,,False
within_sentence,and <X> to,discovery,wiki,mistral-chat,1.568,42,0.3714,True,,,False
within_sentence,and <X> to,discovery,wiki,mpt-chat,1.6008,38,0.4286,True,,,False
within_sentence,and <X> to,validation,abstracts,gpt4,2.0444,14,0.1714,True,,,False
within_sentence,and <X> to,validation,abstracts,llama-chat,2.2728,33,0.3571,True,,,False
within_sentence,and <X> to,validation,abstracts,cohere-chat,1.7172,16,0.2,True,,,False
within_sentence,and <X> to,validation,books,gpt4,0.543,26,0.2857,False,,,False
within_sentence,and <X> to,validation,books,llama-chat,1.1631,64,0.5714,False,,,False
within_sentence,and <X> to,validation,books,cohere-chat,1.4994,66,0.5714,False,,,False
within_sentence,and <X> to,validation,news,gpt4,1.5225,35,0.4143,True,,,False
within_sentence,and <X> to,validation,news,llama-chat,3.4358,66,0.5429,True,,,False
within_sentence,and <X> to,validation,news,cohere-chat,1.1715,16,0.1571,False,,,False
within_sentence,and <X> to,validation,recipes,gpt4,0.6336,81,0.6571,False,,,False
within_sentence,and <X> to,validation,recipes,llama-chat,0.5926,63,0.5286,False,,,False
within_sentence,and <X> to,validation,recipes,cohere-chat,0.5759,47,0.4,False,,,False
within_sentence,and <X> to,validation,wiki,gpt4,0.836,37,0.4,False,,,False
within_sentence,and <X> to,validation,wiki,llama-chat,0.9098,32,0.3429,False,,,False
within_sentence,and <X> to,validation,wiki,cohere-chat,0.8942,23,0.2143,False,,,False
within_sentence,and <X> to <X>,discovery,abstracts,chatgpt,1.9892,21,0.2571,True,,,False
within_sentence,and <X> to <X>,discovery,abstracts,mistral-chat,1.4444,16,0.1857,False,,,False
within_sentence,and <X> to <X>,discovery,abstracts,mpt-chat,1.9357,14,0.1571,True,,,False
within_sentence,and <X> to <X>,discovery,books,chatgpt,1.3793,37,0.3714,False,,,False
within_sentence,and <X> to <X>,discovery,books,mistral-chat,1.5715,47,0.5429,True,,,False
within_sentence,and <X> to <X>,discovery,books,mpt-chat,1.9927,31,0.3571,True,,,False
within_sentence,and <X> to <X>,discovery,news,chatgpt,2.4135,55,0.5,True,,,False
within_sentence,and <X> to <X>,discovery,news,mistral-chat,2.4345,37,0.3286,True,,,False
within_sentence,and <X> to <X>,discovery,news,mpt-chat,2.2274,25,0.3,True,,,False
within_sentence,and <X> to <X>,discovery,recipes,chatgpt,0.8863,61,0.4714,False,,,False
within_sentence,and <X> to <X>,discovery,recipes,mistral-chat,0.8025,42,0.3714,False,,,False
within_sentence,and <X> to <X>,discovery,recipes,mpt-chat,1.024,55,0.4857,False,,,False
within_sentence,and <X> to <X>,discovery,wiki,chatgpt,3.1672,71,0.6,True,,,False
within_sentence,and <X> to <X>,discovery,wiki,mistral-chat,2.1776,33,0.3143,True,,,False
within_sentence,and <X> to <X>,discovery,wiki,mpt-chat,1.9414,26,0.3,True,,,False
within_sentence,and <X> to <X>,validation,abstracts,gpt4,2.2596,14,0.1714,True,,,False
within_sentence,and <X> to <X>,validation,abstracts,llama-chat,2.437,32,0.3571,True,,,False
within_sentence,and <X> to <X>,validation,abstracts,cohere-chat,1.783,15,0.1857,True,,,False
within_sentence,and <X> to <X>,validation,books,gpt4,0.5336,20,0.2286,False,,,False
within_sentence,and <X> to <X>,validation,books,llama-chat,1.1339,49,0.4429,False,,,False
within_sentence,and <X> to <X>,validation,books,cohere-chat,1.5896,55,0.5429,True,,,False
within_sentence,and <X> to <X>,validation,news,gpt4,1.5186,28,0.3429,True,,,False
within_sentence,and <X> to <X>,validation,news,llama-chat,3.1133,48,0.4714,True,,,False
within_sentence,and <X> to <X>,validation,news,cohere-chat,0.838,9,0.1,False,,,False
within_sentence,and <X> to <X>,validation,recipes,gpt4,0.6581,55,0.4714,False,,,False
within_sentence,and <X> to <X>,validation,recipes,llama-chat,0.6192,43,0.4571,False,,,False
within_sentence,and <X> to <X>,validation,recipes,cohere-chat,0.3976,21,0.2143,False,,,False
within_sentence,and <X> to <X>,validation,wiki,gpt4,0.7519,25,0.2714,False,,,False
within_sentence,and <X> to <X>,validation,wiki,llama-chat,0.9441,25,0.2857,False,,,False
within_sentence,and <X> to <X>,validation,wiki,cohere-chat,0.9813,19,0.1714,False,,,False
within_sentence,and the <X>,discovery,abstracts,chatgpt,1.4664,23,0.2429,False,,,False
within_sentence,and the <X>,discovery,abstracts,mistral-chat,1.9187,32,0.3429,True,,,False
within_sentence,and the <X>,discovery,abstracts,mpt-chat,1.3955,15,0.1857,False,,,False
within_sentence,and the <X>,discovery,books,chatgpt,3.8508,131,0.7857,True,,,False
within_sentence,and the <X>,discovery,books,mistral-chat,2.7263,103,0.7143,True,,,False
within_sentence,and the <X>,discovery,books,mpt-chat,3.9537,78,0.6286,True,,,False
within_sentence,and the <X>,discovery,news,chatgpt,2.1666,63,0.5857,True,,,False
within_sentence,and the <X>,discovery,news,mistral-chat,2.063,40,0.3857,True,,,False
within_sentence,and the <X>,discovery,news,mpt-chat,2.5701,37,0.3571,True,,,False
within_sentence,and the <X>,discovery,recipes,chatgpt,0.5063,22,0.3,False,,,False
within_sentence,and the <X>,discovery,recipes,mistral-chat,0.6339,21,0.2857,False,,,False
within_sentence,and the <X>,discovery,recipes,mpt-chat,0.5618,19,0.2429,False,,,False
within_sentence,and the <X>,discovery,wiki,chatgpt,1.0557,71,0.5,False,,,False
within_sentence,and the <X>,discovery,wiki,mistral-chat,1.5059,69,0.6,True,,,False
within_sentence,and the <X>,discovery,wiki,mpt-chat,1.6239,66,0.5,True,,,False
within_sentence,and the <X>,validation,abstracts,gpt4,0.9749,13,0.1571,False,,,False
within_sentence,and the <X>,validation,abstracts,llama-chat,1.4769,42,0.3857,False,,,False
within_sentence,and the <X>,validation,abstracts,cohere-chat,1.5192,28,0.3143,True,,,False
within_sentence,and the <X>,validation,books,gpt4,3.751,154,0.8857,True,,,False
within_sentence,and the <X>,validation,books,llama-chat,2.8739,134,0.7571,True,,,False
within_sentence,and the <X>,validation,books,cohere-chat,1.7499,65,0.5429,True,,,False
within_sentence,and the <X>,validation,news,gpt4,1.0529,48,0.4429,False,,,False
within_sentence,and the <X>,validation,news,llama-chat,1.2945,49,0.4,False,,,False
within_sentence,and the <X>,validation,news,cohere-chat,1.0961,30,0.2714,False,,,False
within_sentence,and the <X>,validation,recipes,gpt4,0.8745,36,0.4286,False,,,False
within_sentence,and the <X>,validation,recipes,llama-chat,0.8771,30,0.3857,False,,,False
within_sentence,and the <X>,validation,recipes,cohere-chat,0.6165,16,0.2,False,,,False
within_sentence,and the <X>,validation,wiki,gpt4,1.0356,89,0.6714,False,,,False
within_sentence,and the <X>,validation,wiki,llama-chat,1.3003,89,0.6,False,,,False
within_sentence,and the <X>,validation,wiki,cohere-chat,1.5502,78,0.5,True,,,False
within_sentence,and the <X> of <X>,discovery,abstracts,chatgpt,1.548,7,0.0714,False,,,False
within_sentence,and the <X> of <X>,discovery,abstracts,mistral-chat,1.8552,9,0.1143,False,,,False
within_sentence,and the <X> of <X>,discovery,abstracts,mpt-chat,1.6379,5,0.0714,False,,,False
within_sentence,and the <X> of <X>,discovery,books,chatgpt,17.011,55,0.5143,True,,,False
within_sentence,and the <X> of <X>,discovery,books,mistral-chat,6.7548,24,0.3143,True,,,False
within_sentence,and the <X> of <X>,discovery,books,mpt-chat,11.8611,22,0.2714,True,,,False
within_sentence,and the <X> of <X>,discovery,news,chatgpt,6.0374,24,0.3143,True,,,False
within_sentence,and the <X> of <X>,discovery,news,mistral-chat,2.7591,7,0.0571,False,,,False
within_sentence,and the <X> of <X>,discovery,news,mpt-chat,6.1873,12,0.1286,True,,,False
within_sentence,and the <X> of <X>,discovery,recipes,chatgpt,0.1283,0,0.0,False,,,False
within_sentence,and the <X> of <X>,discovery,recipes,mistral-chat,0.168,0,0.0,False,,,False
within_sentence,and the <X> of <X>,discovery,recipes,mpt-chat,0.1642,0,0.0,False,,,False
within_sentence,and the <X> of <X>,discovery,wiki,chatgpt,1.5912,32,0.2714,True,,,False
within_sentence,and the <X> of <X>,discovery,wiki,mistral-chat,0.8981,12,0.1286,False,,,False
within_sentence,and the <X> of <X>,discovery,wiki,mpt-chat,1.8219,22,0.2429,True,,,False
within_sentence,and the <X> of <X>,validation,abstracts,gpt4,22.2067,7,0.0857,False,,,False
within_sentence,and the <X> of <X>,validation,abstracts,llama-chat,13.5349,9,0.1143,False,,,False
within_sentence,and the <X> of <X>,validation,abstracts,cohere-chat,7.6495,3,0.0429,False,,,False
within_sentence,and the <X> of <X>,validation,books,gpt4,8.7524,51,0.5,True,,,False
within_sentence,and the <X> of <X>,validation,books,llama-chat,4.2627,28,0.3429,True,,,False
within_sentence,and the <X> of <X>,validation,books,cohere-chat,2.7116,14,0.1571,True,,,False
within_sentence,and the <X> of <X>,validation,news,gpt4,1.1497,8,0.1143,False,,,False
within_sentence,and the <X> of <X>,validation,news,llama-chat,1.7109,10,0.1143,True,,,False
within_sentence,and the <X> of <X>,validation,news,cohere-chat,1.2316,5,0.0571,False,,,False
within_sentence,and the <X> of <X>,validation,recipes,gpt4,0.587,0,0.0,False,,,False
within_sentence,and the <X> of <X>,validation,recipes,llama-chat,2.1138,1,0.0143,False,,,False
within_sentence,and the <X> of <X>,validation,recipes,cohere-chat,0.9154,0,0.0,False,,,False
within_sentence,and the <X> of <X>,validation,wiki,gpt4,1.756,36,0.3571,True,,,False
within_sentence,and the <X> of <X>,validation,wiki,llama-chat,1.4196,23,0.2857,False,,,False
within_sentence,and the <X> of <X>,validation,wiki,cohere-chat,2.0116,24,0.1714,True,,,False
within_sentence,for <X> and,discovery,abstracts,chatgpt,3.293,13,0.1571,True,,,False
within_sentence,for <X> and,discovery,abstracts,mistral-chat,3.1156,13,0.1857,True,,,False
within_sentence,for <X> and,discovery,abstracts,mpt-chat,4.3994,12,0.1714,True,,,False
within_sentence,for <X> and,discovery,books,chatgpt,1.6177,9,0.1286,False,,,False
within_sentence,for <X> and,discovery,books,mistral-chat,2.221,14,0.1714,True,,,False
within_sentence,for <X> and,discovery,books,mpt-chat,2.1965,7,0.1,False,,,False
